id,name,POU,width,length,depth,waterVolume,weight,SCCs,state
376,54975497924,SIN,142,124,102,1.7608,1943,,saved
377,54975497925,PEN,110,110,130,1.573,800,,saved
378,54975497926,PEN,60,80,30,0.1344,10,MNR,saved
379,54975497927,PEN,110,100,100,0.88,130,CRT,saved
380,54975497928,PEN,45,34,34,0.05202,5,CAO+RBI+DGR,saved
381,54975497929,PEN,120,80,120,1.12812,500,REG,saved
382,54975497930,PEN,109,105,62,0.698145,116,REG,saved
383,54975497931,ORD,51,51,51,0.132651,65,EAP+ECC,saved
384,54975497932,ORD,109,99,191,2.05029,441,EAP+ECC,saved
385,54975497933,ORD,121,101,100,1.1858,400,EAP+ECC,saved
386,54975497934,ORD,154,32,34,0.156519,21,EAP+ECC+MNR,saved
387,54975497935,ORD,120,80,80,0.73944,54.5,EAP+ECC+MNR,saved
388,54975497936,PEN,104,122,56,0.685152,355.5,EAP+ECC+PSC,saved
389,54975497937,PEN,40,39,39,0.05624,100,EAW+REG+ECC,saved
390,54975497938,SIN,230,150,228,7.69304,1416,SCS+SEN,saved
391,54975497939,SIN,120,80,92,0.864,282.5,CAO+RBI+DGR,saved
392,54975497940,ORD,45,34,34,0.0459,185.2,CAO+RBI+DGR,saved
393,54975497941,ORD,80,60,60,0.24,140,CAO+RBI+DGR,saved
394,54975497942,ORD,41,41,41,0.063878,34.068,RXG+CAO+DGR,saved
395,54975497943,ORD,26,28,36,0.02184,21.877,CAO+RBI+EAP+ECC+DGR,saved
396,54975497944,SIN,100,60,45,0.24,27,RCM+RPB+DGR+VOL,saved
397,54975497945,SIN,86,83,93,0.64242,158,REG+CBE+SPX+GEN,saved
398,54975497946,SIN,117,97,80,0.8424,123,RMD+ECC+EAP+DGR,saved
399,54975497947,PEN,60,60,52,0.18,192,RNG+EAP+ECC+DGR,saved
400,54975497948,PEN,34,27,34,0.02754,2.3,RFL+DGR,saved
401,54975497949,SIN,48,49,24,0.04704,13,RMD+VOL+DGR,saved
402,54975497950,SIN,49,49,55,0.12005,163,ICE+FRO+TEM+SCS,saved
403,54975497951,SIN,56,49,48,0.12348,1575,ICE+TEM+COL+SCS,saved
404,54975497952,SIN,70,38,36,0.0931,3,,saved
405,54975497953,SIN,157,65,75,0.71435,600,,saved
406,54975497954,SIN,142,124,102,1.7608,1943,,saved
407,54975497955,PEN,110,110,130,1.573,800,,saved
408,54975497956,PEN,60,80,30,0.1344,10,MNR,saved
409,54975497957,PEN,110,100,100,0.88,130,CRT,saved
410,54975497958,PEN,45,34,34,0.05202,5,CAO+RBI+DGR,saved
411,54975497959,PEN,120,80,120,1.12812,500,REG,saved
412,54975497960,PEN,109,105,62,0.698145,116,REG,saved
413,54975497961,ORD,51,51,51,0.132651,65,EAP+ECC,saved
414,54975497962,ORD,109,99,191,2.05029,441,EAP+ECC,saved
415,54975497963,ORD,121,101,100,1.1858,400,EAP+ECC,saved
416,54975497964,ORD,154,32,34,0.156519,21,EAP+ECC+MNR,saved
417,54975497965,ORD,120,80,80,0.73944,54.5,EAP+ECC+MNR,saved
418,54975497966,PEN,104,122,56,0.685152,355.5,EAP+ECC+PSC,saved
419,54975497967,PEN,40,39,39,0.05624,100,EAW+REG+ECC,saved
420,54975497968,SIN,230,150,228,7.69304,1416,SCS+SEN,saved
421,54975497969,SIN,120,80,92,0.864,282.5,CAO+RBI+DGR,saved
422,54975497970,ORD,45,34,34,0.0459,185.2,CAO+RBI+DGR,saved
423,54975497971,ORD,80,60,60,0.24,140,CAO+RBI+DGR,saved
424,54975497972,ORD,41,41,41,0.063878,34.068,RXG+CAO+DGR,saved
425,54975497973,ORD,26,28,36,0.02184,21.877,CAO+RBI+EAP+ECC+DGR,saved
426,54975497974,SIN,100,60,45,0.24,27,RCM+RPB+DGR+VOL,saved
427,54975497975,SIN,86,83,93,0.64242,158,REG+CBE+SPX+GEN,saved
428,54975497976,SIN,117,97,80,0.8424,123,RMD+ECC+EAP+DGR,saved
429,54975497977,PEN,60,60,52,0.18,192,RNG+EAP+ECC+DGR,saved
430,54975497978,PEN,34,27,34,0.02754,2.3,RFL+DGR,saved
431,54975497979,SIN,48,49,24,0.04704,13,RMD+VOL+DGR,saved
432,54975497980,SIN,49,49,55,0.12005,163,ICE+FRO+TEM+SCS,saved
433,54975497981,SIN,56,49,48,0.12348,1575,ICE+TEM+COL+SCS,saved
434,54975497982,SIN,70,38,36,0.0931,3,,saved
435,54975497983,SIN,157,65,75,0.71435,600,,saved
436,54975497984,SIN,142,124,102,1.7608,1943,,saved
437,54975497985,PEN,110,110,130,1.573,800,,saved
438,54975497986,PEN,60,80,30,0.1344,10,MNR,saved
439,54975497987,PEN,110,100,100,0.88,130,CRT,saved
440,54975497988,PEN,45,34,34,0.05202,5,CAO+RBI+DGR,saved
441,54975497989,PEN,120,80,120,1.12812,500,REG,saved
442,54975497990,PEN,109,105,62,0.698145,116,REG,saved
443,54975497991,ORD,51,51,51,0.132651,65,EAP+ECC,saved
444,54975497992,ORD,109,99,191,2.05029,441,EAP+ECC,saved
445,54975497993,ORD,121,101,100,1.1858,400,EAP+ECC,saved
446,54975497994,ORD,154,32,34,0.156519,21,EAP+ECC+MNR,saved
447,54975497995,ORD,120,80,80,0.73944,54.5,EAP+ECC+MNR,saved
448,54975497996,PEN,104,122,56,0.685152,355.5,EAP+ECC+PSC,saved
449,54975497997,PEN,40,39,39,0.05624,100,EAW+REG+ECC,saved
450,54975497998,SIN,230,150,228,7.69304,1416,SCS+SEN,saved
451,54975497999,SIN,120,80,92,0.864,282.5,CAO+RBI+DGR,saved
452,54975498000,ORD,45,34,34,0.0459,185.2,CAO+RBI+DGR,saved
453,54975498001,ORD,80,60,60,0.24,140,CAO+RBI+DGR,saved
454,54975498002,ORD,41,41,41,0.063878,34.068,RXG+CAO+DGR,saved
455,54975498003,ORD,26,28,36,0.02184,21.877,CAO+RBI+EAP+ECC+DGR,saved
456,54975498004,SIN,100,60,45,0.24,27,RCM+RPB+DGR+VOL,saved
457,54975498005,SIN,86,83,93,0.64242,158,REG+CBE+SPX+GEN,saved
458,54975498006,SIN,117,97,80,0.8424,123,RMD+ECC+EAP+DGR,saved
459,54975498007,PEN,60,60,52,0.18,192,RNG+EAP+ECC+DGR,saved
460,54975498008,PEN,34,27,34,0.02754,2.3,RFL+DGR,saved
461,54975498009,SIN,48,49,24,0.04704,13,RMD+VOL+DGR,saved
462,54975498010,SIN,49,49,55,0.12005,163,ICE+FRO+TEM+SCS,saved
463,54975498011,SIN,56,49,48,0.12348,1575,ICE+TEM+COL+SCS,saved
464,54975498012,SIN,70,38,36,0.0931,3,,saved
465,54975498013,SIN,157,65,75,0.71435,600,,saved
466,54975498014,SIN,142,124,102,1.7608,1943,,saved
467,54975498015,PEN,110,110,130,1.573,800,,saved
468,54975498016,PEN,60,80,30,0.1344,10,MNR,saved
469,54975498017,PEN,110,100,100,0.88,130,CRT,saved
470,54975498018,PEN,45,34,34,0.05202,5,CAO+RBI+DGR,saved
471,54975498019,PEN,120,80,120,1.12812,500,REG,saved
472,54975498020,PEN,109,105,62,0.698145,116,REG,saved
473,54975498021,ORD,51,51,51,0.132651,65,EAP+ECC,saved
474,54975498022,ORD,109,99,191,2.05029,441,EAP+ECC,saved
475,54975498023,ORD,121,101,100,1.1858,400,EAP+ECC,saved
476,54975498024,ORD,154,32,34,0.156519,21,EAP+ECC+MNR,saved
477,54975498025,ORD,120,80,80,0.73944,54.5,EAP+ECC+MNR,saved
478,54975498026,PEN,104,122,56,0.685152,355.5,EAP+ECC+PSC,saved
479,54975498027,PEN,40,39,39,0.05624,100,EAW+REG+ECC,saved
480,54975498028,SIN,230,150,228,7.69304,1416,SCS+SEN,saved
481,54975498029,SIN,120,80,92,0.864,282.5,CAO+RBI+DGR,saved
482,54975498030,ORD,45,34,34,0.0459,185.2,CAO+RBI+DGR,saved
483,54975498031,ORD,80,60,60,0.24,140,CAO+RBI+DGR,saved
484,54975498032,ORD,41,41,41,0.063878,34.068,RXG+CAO+DGR,saved
485,54975498033,ORD,26,28,36,0.02184,21.877,CAO+RBI+EAP+ECC+DGR,saved
486,54975498034,SIN,100,60,45,0.24,27,RCM+RPB+DGR+VOL,saved
487,54975498035,SIN,86,83,93,0.64242,158,REG+CBE+SPX+GEN,saved
488,54975498036,SIN,117,97,80,0.8424,123,RMD+ECC+EAP+DGR,saved
489,54975498037,PEN,60,60,52,0.18,192,RNG+EAP+ECC+DGR,saved
490,54975498038,PEN,34,27,34,0.02754,2.3,RFL+DGR,saved
491,54975498039,SIN,48,49,24,0.04704,13,RMD+VOL+DGR,saved
492,54975498040,SIN,49,49,55,0.12005,163,ICE+FRO+TEM+SCS,saved
493,54975498041,SIN,56,49,48,0.12348,1575,ICE+TEM+COL+SCS,saved
494,54975498042,SIN,70,38,36,0.0931,3,,saved
495,54975498043,SIN,157,65,75,0.71435,600,,saved
496,54975498044,SIN,142,124,102,1.7608,1943,,saved
497,54975498045,PEN,110,110,130,1.573,800,,saved
498,54975498046,PEN,60,80,30,0.1344,10,MNR,saved
499,54975498047,PEN,110,100,100,0.88,130,CRT,saved
500,54975498048,PEN,45,34,34,0.05202,5,CAO+RBI+DGR,saved
501,54975498049,PEN,120,80,120,1.12812,500,REG,saved
502,54975498050,PEN,109,105,62,0.698145,116,REG,saved
503,54975498051,ORD,51,51,51,0.132651,65,EAP+ECC,saved
504,54975498052,ORD,109,99,191,2.05029,441,EAP+ECC,saved
505,54975498053,ORD,121,101,100,1.1858,400,EAP+ECC,saved
506,54975498054,ORD,154,32,34,0.156519,21,EAP+ECC+MNR,saved
507,54975498055,ORD,120,80,80,0.73944,54.5,EAP+ECC+MNR,saved
508,54975498056,PEN,104,122,56,0.685152,355.5,EAP+ECC+PSC,saved
509,54975498057,PEN,40,39,39,0.05624,100,EAW+REG+ECC,saved
510,54975498058,SIN,230,150,228,7.69304,1416,SCS+SEN,saved
511,54975498059,SIN,120,80,92,0.864,282.5,CAO+RBI+DGR,saved
512,54975498060,ORD,45,34,34,0.0459,185.2,CAO+RBI+DGR,saved
513,54975498061,ORD,80,60,60,0.24,140,CAO+RBI+DGR,saved
514,54975498062,ORD,41,41,41,0.063878,34.068,RXG+CAO+DGR,saved
515,54975498063,ORD,26,28,36,0.02184,21.877,CAO+RBI+EAP+ECC+DGR,saved
516,54975498064,SIN,100,60,45,0.24,27,RCM+RPB+DGR+VOL,saved
517,54975498065,SIN,86,83,93,0.64242,158,REG+CBE+SPX+GEN,saved
518,54975498066,SIN,117,97,80,0.8424,123,RMD+ECC+EAP+DGR,saved
519,54975498067,PEN,60,60,52,0.18,192,RNG+EAP+ECC+DGR,saved
520,54975498068,PEN,34,27,34,0.02754,2.3,RFL+DGR,saved
521,54975498069,SIN,48,49,24,0.04704,13,RMD+VOL+DGR,saved
522,54975498070,SIN,49,49,55,0.12005,163,ICE+FRO+TEM+SCS,saved
523,54975498071,SIN,56,49,48,0.12348,1575,ICE+TEM+COL+SCS,saved
524,54975498072,SIN,70,38,36,0.0931,3,,saved
525,54975498073,SIN,157,65,75,0.71435,600,,saved
526,54975498074,SIN,142,124,102,1.7608,1943,,saved
527,54975498075,PEN,110,110,130,1.573,800,,saved
528,54975498076,PEN,60,80,30,0.1344,10,MNR,saved
529,54975498077,PEN,110,100,100,0.88,130,CRT,saved
530,54975498078,PEN,45,34,34,0.05202,5,CAO+RBI+DGR,saved
531,54975498079,PEN,120,80,120,1.12812,500,REG,saved
532,54975498080,PEN,109,105,62,0.698145,116,REG,saved
533,54975498081,ORD,51,51,51,0.132651,65,EAP+ECC,saved
534,54975498082,ORD,109,99,191,2.05029,441,EAP+ECC,saved
535,54975498083,ORD,121,101,100,1.1858,400,EAP+ECC,saved
536,54975498084,ORD,154,32,34,0.156519,21,EAP+ECC+MNR,saved
537,54975498085,ORD,120,80,80,0.73944,54.5,EAP+ECC+MNR,saved
538,54975498086,PEN,104,122,56,0.685152,355.5,EAP+ECC+PSC,saved
539,54975498087,PEN,40,39,39,0.05624,100,EAW+REG+ECC,saved
540,54975498088,SIN,230,150,228,7.69304,1416,SCS+SEN,saved
541,54975498089,SIN,120,80,92,0.864,282.5,CAO+RBI+DGR,saved
542,54975498090,ORD,45,34,34,0.0459,185.2,CAO+RBI+DGR,saved
543,54975498091,ORD,80,60,60,0.24,140,CAO+RBI+DGR,saved
544,54975498092,ORD,41,41,41,0.063878,34.068,RXG+CAO+DGR,saved
545,54975498093,ORD,26,28,36,0.02184,21.877,CAO+RBI+EAP+ECC+DGR,saved
546,54975498094,SIN,100,60,45,0.24,27,RCM+RPB+DGR+VOL,saved
547,54975498095,SIN,86,83,93,0.64242,158,REG+CBE+SPX+GEN,saved
548,54975498096,SIN,117,97,80,0.8424,123,RMD+ECC+EAP+DGR,saved
549,54975498097,PEN,60,60,52,0.18,192,RNG+EAP+ECC+DGR,saved
550,54975498098,PEN,34,27,34,0.02754,2.3,RFL+DGR,saved
551,54975498099,SIN,48,49,24,0.04704,13,RMD+VOL+DGR,saved
552,54975498100,SIN,49,49,55,0.12005,163,ICE+FRO+TEM+SCS,saved
553,54975498101,SIN,56,49,48,0.12348,1575,ICE+TEM+COL+SCS,saved
554,54975498102,SIN,70,38,36,0.0931,3,,saved
555,54975498103,SIN,157,65,75,0.71435,600,,saved
556,54975498104,SIN,142,124,102,1.7608,1943,,saved
557,54975498105,PEN,110,110,130,1.573,800,,saved
558,54975498106,PEN,60,80,30,0.1344,10,MNR,saved
559,54975498107,PEN,110,100,100,0.88,130,CRT,saved
560,54975498108,PEN,45,34,34,0.05202,5,CAO+RBI+DGR,saved
561,54975498109,PEN,120,80,120,1.12812,500,REG,saved
562,54975498110,PEN,109,105,62,0.698145,116,REG,saved
563,54975498111,ORD,51,51,51,0.132651,65,EAP+ECC,saved
564,54975498112,ORD,109,99,191,2.05029,441,EAP+ECC,saved
565,54975498113,ORD,121,101,100,1.1858,400,EAP+ECC,saved
566,54975498114,ORD,154,32,34,0.156519,21,EAP+ECC+MNR,saved
567,54975498115,ORD,120,80,80,0.73944,54.5,EAP+ECC+MNR,saved
568,54975498116,PEN,104,122,56,0.685152,355.5,EAP+ECC+PSC,saved
569,54975498117,PEN,40,39,39,0.05624,100,EAW+REG+ECC,saved
570,54975498118,SIN,230,150,228,7.69304,1416,SCS+SEN,saved
571,54975498119,SIN,120,80,92,0.864,282.5,CAO+RBI+DGR,saved
572,54975498120,ORD,45,34,34,0.0459,185.2,CAO+RBI+DGR,saved
573,54975498121,ORD,80,60,60,0.24,140,CAO+RBI+DGR,saved
574,54975498122,ORD,41,41,41,0.063878,34.068,RXG+CAO+DGR,saved
575,54975498123,ORD,26,28,36,0.02184,21.877,CAO+RBI+EAP+ECC+DGR,saved
576,54975498124,SIN,100,60,45,0.24,27,RCM+RPB+DGR+VOL,saved
577,54975498125,SIN,86,83,93,0.64242,158,REG+CBE+SPX+GEN,saved
578,54975498126,SIN,117,97,80,0.8424,123,RMD+ECC+EAP+DGR,saved
579,54975498127,PEN,60,60,52,0.18,192,RNG+EAP+ECC+DGR,saved
580,54975498128,PEN,34,27,34,0.02754,2.3,RFL+DGR,saved
581,54975498129,SIN,48,49,24,0.04704,13,RMD+VOL+DGR,saved
582,54975498130,SIN,49,49,55,0.12005,163,ICE+FRO+TEM+SCS,saved
583,54975498131,SIN,56,49,48,0.12348,1575,ICE+TEM+COL+SCS,saved
584,54975498132,SIN,70,38,36,0.0931,3,,saved
585,54975498133,SIN,157,65,75,0.71435,600,,saved
586,54975498134,SIN,142,124,102,1.7608,1943,,saved
587,54975498135,PEN,110,110,130,1.573,800,,saved
588,54975498136,PEN,60,80,30,0.1344,10,MNR,saved
589,54975498137,PEN,110,100,100,0.88,130,CRT,saved
590,54975498138,PEN,45,34,34,0.05202,5,CAO+RBI+DGR,saved
591,54975498139,PEN,120,80,120,1.12812,500,REG,saved
592,54975498140,PEN,109,105,62,0.698145,116,REG,saved
593,54975498141,ORD,51,51,51,0.132651,65,EAP+ECC,saved
594,54975498142,ORD,109,99,191,2.05029,441,EAP+ECC,saved
595,54975498143,ORD,121,101,100,1.1858,400,EAP+ECC,saved
596,54975498144,ORD,154,32,34,0.156519,21,EAP+ECC+MNR,saved
597,54975498145,ORD,120,80,80,0.73944,54.5,EAP+ECC+MNR,saved
598,54975498146,PEN,104,122,56,0.685152,355.5,EAP+ECC+PSC,saved
599,54975498147,PEN,40,39,39,0.05624,100,EAW+REG+ECC,saved
600,54975498148,SIN,230,150,228,7.69304,1416,SCS+SEN,saved
